team_A,team_B,team_A_win_percentage,team_A_points_per_game,team_A_assists_per_game,team_A_rebounds_per_game,team_A_top_player_points,team_B_win_percentage,team_B_points_per_game,team_B_assists_per_game,team_B_rebounds_per_game,team_B_top_player_points,match_outcome
Milwaukee Bucks,Washington Wizards,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Milwaukee Bucks,Portland Trail Blazers,0.5975609756097561,7.276190476190477,1.7428571428571429,0.0855801701246148,30.4,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Cleveland Cavaliers,Dallas Mavericks,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0
Cleveland Cavaliers,Orlando Magic,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,1
Cleveland Cavaliers,Miami Heat,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,1
Cleveland Cavaliers,Sacramento Kings,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,1
Cleveland Cavaliers,Houston Rockets,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Cleveland Cavaliers,Los Angeles Lakers,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,1
Cleveland Cavaliers,Chicago Bulls,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Cleveland Cavaliers,Atlanta Hawks,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Cleveland Cavaliers,Brooklyn Nets,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Cleveland Cavaliers,Utah Jazz,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Cleveland Cavaliers,San Antonio Spurs,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Cleveland Cavaliers,Toronto Raptors,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Cleveland Cavaliers,Memphis Grizzlies,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Cleveland Cavaliers,Detroit Pistons,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Cleveland Cavaliers,Washington Wizards,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Cleveland Cavaliers,Portland Trail Blazers,0.5853658536585366,8.88888888888889,2.2555555555555555,0.08754438947526076,26.6,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Dallas Mavericks,Orlando Magic,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,1
Dallas Mavericks,Miami Heat,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,1
Dallas Mavericks,Sacramento Kings,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,1
Dallas Mavericks,Houston Rockets,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Dallas Mavericks,Los Angeles Lakers,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,1
Dallas Mavericks,Chicago Bulls,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Dallas Mavericks,Atlanta Hawks,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Dallas Mavericks,Brooklyn Nets,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Dallas Mavericks,Utah Jazz,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Dallas Mavericks,San Antonio Spurs,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Dallas Mavericks,Toronto Raptors,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Dallas Mavericks,Memphis Grizzlies,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Dallas Mavericks,Detroit Pistons,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Dallas Mavericks,Washington Wizards,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Dallas Mavericks,Portland Trail Blazers,0.6097560975609756,8.472727272727273,1.781818181818182,0.1436807294391014,33.9,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Orlando Magic,Miami Heat,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,1
Orlando Magic,Sacramento Kings,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,1
Orlando Magic,Houston Rockets,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Orlando Magic,Los Angeles Lakers,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0
Orlando Magic,Chicago Bulls,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Orlando Magic,Atlanta Hawks,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Orlando Magic,Brooklyn Nets,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Orlando Magic,Utah Jazz,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Orlando Magic,San Antonio Spurs,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Orlando Magic,Toronto Raptors,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Orlando Magic,Memphis Grizzlies,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Orlando Magic,Detroit Pistons,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Orlando Magic,Washington Wizards,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Orlando Magic,Portland Trail Blazers,0.573170731707317,7.672222222222222,1.7444444444444445,0.08096757238366371,22.6,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Miami Heat,Sacramento Kings,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0
Miami Heat,Houston Rockets,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Miami Heat,Los Angeles Lakers,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0
Miami Heat,Chicago Bulls,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Miami Heat,Atlanta Hawks,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Miami Heat,Brooklyn Nets,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Miami Heat,Utah Jazz,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Miami Heat,San Antonio Spurs,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Miami Heat,Toronto Raptors,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Miami Heat,Memphis Grizzlies,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Miami Heat,Detroit Pistons,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Miami Heat,Washington Wizards,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Miami Heat,Portland Trail Blazers,0.5609756097560976,8.8,2.1952380952380954,0.08668991634570299,20.8,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Sacramento Kings,Houston Rockets,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,1
Sacramento Kings,Los Angeles Lakers,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0
Sacramento Kings,Chicago Bulls,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Sacramento Kings,Atlanta Hawks,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Sacramento Kings,Brooklyn Nets,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Sacramento Kings,Utah Jazz,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Sacramento Kings,San Antonio Spurs,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Sacramento Kings,Toronto Raptors,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Sacramento Kings,Memphis Grizzlies,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Sacramento Kings,Detroit Pistons,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Sacramento Kings,Washington Wizards,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Sacramento Kings,Portland Trail Blazers,0.5609756097560976,7.135,1.725,0.06206373307725378,26.6,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Houston Rockets,Los Angeles Lakers,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0
Houston Rockets,Chicago Bulls,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Houston Rockets,Atlanta Hawks,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Houston Rockets,Brooklyn Nets,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Houston Rockets,Utah Jazz,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Houston Rockets,San Antonio Spurs,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Houston Rockets,Toronto Raptors,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Houston Rockets,Memphis Grizzlies,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Houston Rockets,Detroit Pistons,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Houston Rockets,Washington Wizards,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Houston Rockets,Portland Trail Blazers,0.5,8.829411764705881,1.8352941176470587,0.08744396867439636,21.1,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Los Angeles Lakers,Chicago Bulls,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,1
Los Angeles Lakers,Atlanta Hawks,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Los Angeles Lakers,Brooklyn Nets,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Los Angeles Lakers,Utah Jazz,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Los Angeles Lakers,San Antonio Spurs,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Los Angeles Lakers,Toronto Raptors,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Los Angeles Lakers,Memphis Grizzlies,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Los Angeles Lakers,Detroit Pistons,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Los Angeles Lakers,Washington Wizards,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Los Angeles Lakers,Portland Trail Blazers,0.573170731707317,7.247619047619047,1.8142857142857143,0.06413881824977902,25.7,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Chicago Bulls,Atlanta Hawks,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,1
Chicago Bulls,Brooklyn Nets,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Chicago Bulls,Utah Jazz,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Chicago Bulls,San Antonio Spurs,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Chicago Bulls,Toronto Raptors,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Chicago Bulls,Memphis Grizzlies,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Chicago Bulls,Detroit Pistons,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Chicago Bulls,Washington Wizards,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Chicago Bulls,Portland Trail Blazers,0.47560975609756095,8.961111111111112,1.8277777777777777,0.1395530087603578,24.0,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Atlanta Hawks,Brooklyn Nets,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,1
Atlanta Hawks,Utah Jazz,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Atlanta Hawks,San Antonio Spurs,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Atlanta Hawks,Toronto Raptors,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Atlanta Hawks,Memphis Grizzlies,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Atlanta Hawks,Detroit Pistons,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Atlanta Hawks,Washington Wizards,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Atlanta Hawks,Portland Trail Blazers,0.43902439024390244,9.205263157894738,2.110526315789474,0.12178512087843403,25.7,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Brooklyn Nets,Utah Jazz,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,1
Brooklyn Nets,San Antonio Spurs,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Brooklyn Nets,Toronto Raptors,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Brooklyn Nets,Memphis Grizzlies,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Brooklyn Nets,Detroit Pistons,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Brooklyn Nets,Washington Wizards,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Brooklyn Nets,Portland Trail Blazers,0.3902439024390244,8.295238095238094,2.2523809523809524,0.16488751333965257,22.5,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Utah Jazz,San Antonio Spurs,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,1
Utah Jazz,Toronto Raptors,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,1
Utah Jazz,Memphis Grizzlies,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,1
Utah Jazz,Detroit Pistons,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Utah Jazz,Washington Wizards,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Utah Jazz,Portland Trail Blazers,0.3780487804878049,9.257142857142858,2.238095238095238,0.18481518313808962,23.2,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
San Antonio Spurs,Toronto Raptors,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0
San Antonio Spurs,Memphis Grizzlies,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0
San Antonio Spurs,Detroit Pistons,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
San Antonio Spurs,Washington Wizards,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
San Antonio Spurs,Portland Trail Blazers,0.2682926829268293,8.254999999999999,2.175,0.1986114676308637,21.4,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Toronto Raptors,Memphis Grizzlies,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0
Toronto Raptors,Detroit Pistons,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Toronto Raptors,Washington Wizards,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Toronto Raptors,Portland Trail Blazers,0.3048780487804878,8.266666666666667,2.26,0.2235251983794762,22.2,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Memphis Grizzlies,Detroit Pistons,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,1
Memphis Grizzlies,Washington Wizards,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,1
Memphis Grizzlies,Portland Trail Blazers,0.32926829268292684,8.60909090909091,2.272727272727273,0.3106344996609543,25.1,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,1
Detroit Pistons,Washington Wizards,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,0
Detroit Pistons,Portland Trail Blazers,0.17073170731707318,8.329032258064515,1.738709677419355,0.20662565067620373,22.7,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,0
Washington Wizards,Portland Trail Blazers,0.18292682926829268,7.804166666666667,1.8166666666666667,0.13853091718655472,22.2,0.25609756097560976,8.94090909090909,2.0954545454545457,0.1701576367731579,22.6,0
